index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
171,면/만두,,,,에어프라이어 깐풍만두,https://www.10000recipe.com/recipe/6909523,"48,539",815요리사랑,2인분,30분 이내,초급,"['냉동만두', '청양고추', '홍고추', '양파', '대파', '마늘', '식용유', '간장', '설탕', '요리 당', '굴 소스', '식초', '물']",요즘대세 에어프라이어에 바삭하게 구워 매콤하게 깐풍 만두 꿀조합 소스 비율~,"['재료준비합니다', '에어프라이어에 종이호일 깔고 냉동만두를 겹치지 않게 올려주세요\n1차 170도에서 10분을 구워주세요\n에어프라이어', '만두 굽는 동안에 양파 대파,고추 마늘을 잘게 다져요', '1차로 구운 만두는 뒤집고 다시 2차로 구울거예요 170도에서 10분을 더 구워줍니다', '팬에 기름 약간 두르고 마늘을 볶다가 대파 양파 순으로 볶다가 소스를 넣고 끓어오르면 고추랑 구운 만두를 넣어 주세요', '빠르게 섞어주세요', '맛이 없을 수 없는 맛있는 꿀조합 매콤 깐풍만두 완성입니다']","['깐풍만두', '만두깐풍', '냉동만두요리', '간식', '야식', '간단술안두', '만두요리']","['10개', '2', '1/2', '1/4개', '1토막', '1~2개', '', '2스푼', '2/3스푼', '2스푼', '1/2스푼', '2스푼', '1스푼']"
172,면/만두,,,,부산에서 먹던 탱글탱글 비빔당면,https://www.10000recipe.com/recipe/6853260,"177,231",자몽의요리,1인분,15분 이내,아무나,"['당면', '계란', '당근', '깻잎', '고춧가루', '설탕', '깨', '간장', '식초', '올리고당', '다진마늘', '참기름', '다진파']","부산에서 맛잇게 먹었던 비빔당면이예요
심심한듯 하면서도 은근히 중독성있는 맛이죠
여름이니깐 아무래도 이런 비빔메뉴가 계속 땡기네요
비빔당면양념장은 각종 비빔면요리에 사용하셔도 잘 어울립니다","['고춧가루2T, 설탕1T, 깨1T, 간장4T, 식초1.5T, 올리고당2T, 다진마늘 0.5T, 참기름2T, 다진파2T 를 넣고 양념장부터 만들거예요 ▶양념장을 먼저 만들어 놓고 시작하셔야 요리가 쉽습니다. 당면부터 삶고 양념장을 만들게 되면 당면이 불어버리는 사태가 벌어지기 때문이죠', '깻잎과 당근은 깨끗이 씻어서 깻잎은 반으로 접어서 길고 얇게 채썰고, 당근도 얇게 채썰어주세요', '계란1개는 잘 풀어주세요', '후라이팬에 기름을 두르고 계란물을 부어서 계란지단을 만들어줍니다\n▶ 어차피 길게 채썰꺼라서 모양은 이쁘게 안하셔도 됩니다', '다 익은 계란지단은 길게 채썰어주세요', '당면을 삶아줍니다 ▶ 보통 7~8분정도 삶아주시는게 제일 적당해요', '다 삶아진 당면은 찬물로 헹궈주세요', '그릇에 당면을 담고, 당근,계란,깻잎 고명을 얹어줍니다. 그리고 취향에 맞고 소스를 얹어줍니다 ▶당면은 미리 가위로 조금 잘라주세요']","['비빔당면', '부산', '당면', '초간단', '비빔', '비빔장', '간식', '야식']","['80g', '1개', '1/2개', '5장', '2T', '1T', '1T', '4T', '1.5T', '2T', '0.5T', '2T', '2T']"
173,면/만두,,,,"야채는 거들뿐, 비빔만두",https://www.10000recipe.com/recipe/6990705,"8,340",만개의레시피,2인분,30분 이내,아무나,"['만두', '양배추', '양파', '오이', '당근', '깻잎', '통깨', '고추장', '고춧가루', '매실액', '간장', '올리고당', '식초', '참기름']","진짜 맛있을 수 밖에 없는 요리
새콤매콤한 맛이 너무 매력적인 비빔만두
조물조물 양념으로 버무린 야채에
노릇하게 구워진 군만두까지
보기만해도 침샘 자극!","['냉동만두에 기름을 뿌린 후 에어프라이어 180도에 15분 굽는다\n에어프라이어', '양배추와 양파는 채썬다', '오이와 당근은 가늘게 채썬다', '깻잎은 돌돌 말아 채썬다', '양념 재료를 섞어 양념장을 만든다', '손질한 야채에 양념장을 넣고 비빈다', '접시에 군만두와 야채를 담고 통깨를 뿌린다\n접시']",[],"['10개', '50g', '1/4개', '1/3개', '1/4개', '4장', '1/2숟가락', '1숟가락', '1/2숟가락', '1/2숟가락', '1숟가락', '1숟가락', '2숟가락', '1숟가락']"
174,면/만두,,,,초간단술안주!대패삼겹우동볶음!!,https://www.10000recipe.com/recipe/6896826,"99,530",서녕,3인분,15분 이내,아무나,"['냉동 대패삼겹살', '우동사리', '양파', '대파1개', '숙주', '맛간장', '굴소스', '올리고당설탕대체가능', '다진마늘', '미림(맛술)', '참기름', '깨', '후추']","출출한밤, 냉동대패삼겹과 우동사리로 단짠단짠 초스피드 초간단 술안주만들기~! ☆저녁한끼 혹은 밥과 곁들여먹기에도 좋아요!","['우선 재료를 꺼내볼께요~ 대패삼겹살, 우동사리2개, 숙주, 파와 양파(냉장고 짜투리채소 넣어도 좋아요~!)', '볼에 대패삼겹을 넣고 미림을 5T정도(고기가 잠겨있을정도면 됩니다)뿌려주고 살짝 조물조물 뒤집어가며 골고루 냄새잡히게 해주세요~ ※미림이 없으신경우 맛술, 청주나 소주로 대체가능합니다!소주넣으실 경우는 3T만 넣으셔도 충분해요!!', '고기를 재우는 동안 양념소스을 먼저만들어놓습니다! (간장3+올리고당4+굴소스1.5+깨0.5)', '양념소스만들고 양파, 파 등 채소도 씻어서 채썰어준비해주세요! 숙주도 씻으면서 다듬어주시고!!', '달궈진팬에 약불로 바꿔준 후 기름을 둘러주고 다진마늘2T와 파를넣고 파기름을 먼저내주세요~', '미림(맛술)에 재워둔 대패삼겹을 넣어주시고 중불로 올려서 볶아주세요~이때 후추1t, 간장1T를 둘러주세요', '고기를 볶는동안 우동사리를 끓인물을 부어 면선만 풀어주세요!!', '고기가 반쯤 익었을때 아까섞어둔 양념과 양파, 숙주를 넣고 볶아주시다가 고기와 야채에 양념색이 베어진다 싶을때 우동사리투하!! 양념이 쏙 입혀질 정도(1~2분가량) 쎈불로 볶아주시면 됩니다. ※숙주와 면선을 풀어둔 우동에서 물이 나오기 때문에 간을 조금 짜게했는데 간을 한번 봐보시고 짠거같으시면 물이나 숙주를 조금 더 넣어주세요!', '완성~전 손이 커서 3인분을 꽉 채워서 해놨어요! 다들 맛있게 드세요~♥️']","['돼지고기', '초간단', '술안주', '볶음우동', '숙주', '숙주볶음', '간단한한끼', '맥주안주', '소주안주', '초등학생취향저격']","['500g', '2개', '1개', '1개', '2줌', '4T', '1.5T', '설탕대체가능', '2T', '5T', '1T', '0.5T', '1t']"
175,면/만두,,,,가츠동 대신 비비고 만두로 계란 만두 덮밥 만들기,https://www.10000recipe.com/recipe/7035725,"6,560",요리조리콩,1인분,10분 이내,아무나,"['만두', '양파', '달걀', '간장진간장 양조간장', '미림', '설탕', '멸치액젓', '식용유']",바쁜 일상 속에서 쉽게 만들 수 있는 만두 덮밥 레시피를 소개해 드릴게요! 계란과 양파를 활용해서 간단하면서도 든든해서 한 끼 식사로 안성맞춤이에요.,"['양파는 7mm 두께로 얇게 썰어 준비해 주세요.\n양파 1/2개\n칼\n,\n도마', '팬에 식용유 둘러 만두와 양파를 함께 익혀주세요.\n식용유 1T, 만두 3개, 양파\n프라이팬\n,\n요리용젓가락\n중불', '양파가 투명해지면 STEP2에 모든 양념을 넣고 졸여주세요.\n간장 1T, 미림 1T, 설탕 1t, 멸치 액젓 1t\n중불', '달걀물을 만들어 절반만 둘러 넣어주세요.', '뚜껑 덮고 30초 익혀주세요.\n약불', '남은 계란물을 전체적으로 둘러주세요.', '기호에 맞게 달걀을 익혀주세요.', '밥 위에 얹어 기호에 따라 파슬리 뿌려 주면 더웃 멋진 플레이팅 완성입니다.\n플레이팅접시\n파슬리 대신 쪽파나 고추를 얇게 채 썰어 올려도 좋답니다.']","['만두', '냉동만두', '계란', '양파', '초간단', '초스피드']","['3개', '1/2개', '2개', '진간장 양조간장', '1T', '1t', '1t', '1T']"
176,면/만두,,,,새콤달콤매콤한 만두강정 레시피,https://www.10000recipe.com/recipe/7000636,"3,700",용주부,2인분,20분 이내,아무나,"['만두', '견과류', '깨', '케찹', '고추장', '간장', '올리고당', '식용유']","냉동에 항상 있는 만두!! 만두야 그냥 먹어도 맛있지만 가끔은 색다르게 강정으로 만들어 먹으면 더 맛있게 먹을 수 있어요. 오늘은요리 새콤달콤매콤한 "" 만두강정"" 만들어 보아요.","['만두를 에어프라이어에 넣고 180도 15분 돌려줘요. 만두는 작은 사이즈를 준비했어요.', '프라이팬에 식용유 반스푼, 케찹2스푼, 간장 반스푼, 올리고당 2스푼, 고추장 반스푼을 을 넣고 잘 섞이게 약불로 살짝 졸여줘요.\n식용유 반스푼, 케찹 2스푼, 간장 반스푼, 올리고당 2스푼, 고추장 반스푼\n약불', '양념이 보글보글 거품이 나면 만두를 넣고 잘 섞어요. 잘 섞어진 만두에 견과류를 뿌려요. 땅콩과 깨를 듬뿍 뿌렸어요.\n구운 만두, 땅콩, 깨\n견과류는 살짝 빻아서 사용해요.', '케찹의 새콤함과 고추장의 매콤함 맛이 어우러져서 맛있는 요리가 완성됐어요.']","['만두강정', '만두요리', '안주추천', '아이간식', '새콤달콤매콤한만두강정']","['20개', '4스푼', '1/2스푼', '2스푼', '1/2스푼', '1/2스푼', '2스푼', '1/2스푼']"
177,면/만두,,,,♥[신혼밥상] 시금치 파스타,https://www.10000recipe.com/recipe/6925914,"27,523",행복한윤블리네,2인분,30분 이내,초급,"['파스타면', '시금치', '통마늘', '올리브오일', '굴소스', '후춧가루', '굵은소금', '양파']","힘이 불끈불끈
면역력을 키워요.
아이 어른 할 것 없이 누구나 좋아하는 맛!
영양소 듬뿍!
초간단 시금치알리올리오파스타 레시피~","['끓는물에 굵은소금 반스푼과 파스타면을 넣고 7~8분 정도 삶아주세요.', '면을 건지기 2분 전 달궈진 팬에 올리브오일을 두르고 편마늘을 달달달 볶아주세요.', '양파를 썰어 넣고 맛있는 냄새가 날때까지 볶아주세요.', '마늘과 양파가 노릇노릇해 졌을 때 시금치를 넣고 볶아주세요.', '파스타면과 면수(파스타 삶은 물) 1국자를 넣어주세요.\n파스타면은 헹굼없이 바로 건져 넣고 볶아주세요.', '후추가루 톡톡톡', '굴소스 또는 소금으로 간을 해준 뒤 달달달 볶아주세요.\n깔끔한 맛은 소금\n고소하면서 진한 맛은 굴소스로 간을 해주세요.', '면을 돌돌돌 말아 접시에 담아내면 뽀빠이가 좋아하는 시금치알리올리오파스타 완성!']","['신혼밥상', '시금치파스타', '알리올리오', '시금치알리오올리오', '오일파스타', '파스타', '면요리', '면역력', '손님접대', '시금치']","['2인분', '1/2단', '7~10개', '적당히', '1스푼', '적당히', '1/2스푼', '1/2개']"
178,면/만두,,,,만두강정 소스까지 다 만들기 간단간식 맥주안주로 굿굿!,https://www.10000recipe.com/recipe/6880201,"139,930",보루빵,2인분,15분 이내,아무나,"['만두', '옥수수', '땅콩가루', '고추장', '케찹', '올리고당', '설탕', '맛술', '다진마늘']","어느집에나 냉동실에 들어있을 냉동만두!
구워먹고 쪄먹고 만두국끓여먹고 외에 매콤달콤한 소스를 곁들인 별미 만두강정 레시피 입니다","['만두를 구워주세요\n저는 에어프라이어에다가~ 에어프라이에어 돌리실분들은 180도에서 12분정도면 다익어요\n에어프라이어', '위의 분량대로 양념을 섞어 만들어줍니다\n이 양념은 두부강정이나 양념치킨 전부다 사용가능해요', '톡톡터지는 식감을 주기위해 저는 냉동실에 얼려뒀던 옥수수를 조금 넣어줬습니다\n콘옥수수캔을 물빼고 넣어주셔도되요', '소스는 한번 파르르 끓여주세요\n제 분량대로 만드시면 만두 왕교자사이즈로 10개정도 버무릴수있는 양입니다', '다익은 만두를 끓여둔 소스에 투하!', '뒤적뒤적 잘섞어주기만하면 끝이에요\n고추장때문에 매운맛이 있으니 아이들을 위해 만드실경우 고추장양을 살짝 줄이셔도 됩니다', '그릇에 쪼로리 담고 위에 땅콩가루 뿌리고 파슬리가루 살짝 뿌려주면 비쥬얼 업업!']","['간단간식', '맥주안주', '냉동만두요리', '만두강정']","['6-10개', '약간', '약간', '1숟갈', '3숟갈', '1숟갈', '0.5숟갈', '1숟갈', '1숟갈']"
179,면/만두,,,,치킨스톡 새우볶음면 만드는법 칵테일새우요리 파스타면 볶음면 올리브오일 후추 새우볶음면 치킨스톡 치킨스톡새우볶음면레시,https://www.10000recipe.com/recipe/7036574,"1,850",슈퍼파워,1인분,15분 이내,초급,"['파스타면100g사용', '물', '칵테일새우', '치킨스톡', '면수', '올리브유', '후추']","안녕하세요 슈퍼파워입니다. 오늘은 치킨스톡 새우볶음면을 만들어봤어요. 짭짤하지만 고소한 맛이 당기는 날 가끔 해먹는 면 요리입니다. 재료는 파스타면, 칵테일새우, 치킨스톡, 올리브유, 후추, 물만 있으면 되기 때문에 무척 간단해요. 새우 그리고 짭짤한 맛 좋아하신다면 만들어 드셔보세요. 그럼 치킨스톡 새우볶음면 만드는 법 시작하겠습니다!","['냉동 칵테일 새우를 물에 담가 해동시켜줍니다.\n칵테일 새우 10마리, 물\n볼', '면 삶기 위해 물을 끓여볼게요. 냄비에 물 400ml 넣고 끓여줍니다.\n물 400ml\n냄비', '물이 끓어오르면 파스타면 1인분 넣고 삶아줍니다.\n파스타면 1인분\n요리집게\n마트에서 가장 흔하게 볼 수 있는 스파게티면 사용하였습니다. 저는 5-6분 삶아주는 게 딱 좋더라고요.', '파스타면이 거의 다 조리되었을 때쯤, 팬에 올리브오일 적당량 둘러 가열시켜줍니다.\n올리브오일 적당량\n프라이팬', '해동시켰던 새우 물기 한 번 닦아서 팬에 넣고 볶아줍니다.', '새우 볶은 팬에 파스타면, 치킨스톡 2-5g 넣고 볶아줍니다.\n채망\n*제가 사용한 치킨스톡은 PROMOLAC(프로모락) 큐브형 입니다. 1개 기준 10g 짜리고요, 1/3 정도 사용하였습니다. 치킨스톡은 제품에 따라 짠맛이 다를 수 있기 때문에, 조금씩 넣고 간 봐가며 넣어주시는 게 좋아요.', '중약불로 줄이고 면수 7-10T, 후추 적당량 넣고 볶아줍니다.\n면수 7-10T, 후추 적당량\n중약불', '저는 통후추 갈아서 사용했는데, 마트에 파는 고운 후추 사용하셔도 좋아요!', '마지막으로 올리브오일 2-3T 넣고 볶아주면!?\n올리브오일 2-3T\n스푼', '치킨스톡 새우볶음면 완성!!\n완성그릇']","['파스타면', '볶음면', '칵테일새우', '새우', '새우볶음면', '치킨스톡', '올리브오일', '올리브유', '후추', '면']","['100g사용', '400ml', '10마리', '2-5g', '7-10T', '적당량', '적당량']"
180,면/만두,,,,콩나물냉라면,https://www.10000recipe.com/recipe/7057859,"1,445",만개의레시피,1인분,15분 이내,아무나,"['팔도비빔면', '콩나물', '물', '식초', '설탕', '얼음']","여름입맛 되살리는 새콤시원 콩나물냉라면 시원한 육수에 아삭한 콩나물과 채소까지 듬뿍! 비빔면 한봉지만 있으면 매콤하고 시원한 육수 완성~ 얼음 동동 띄워 한입 먹으면 더위가 싹~ 사라지는 맛! 무더운 날, 입맛 없을 때 딱 좋은 간단 레시피예요","['물 250ml에 식초, 설탕을 넣어서 섞어요.\n소스볼\n,\n계량컵\n,\n계량스푼\n육수는 냉동실에 넣어 시원하게 준비해요.', '끓는 물에 면을 넣어 1분30초 끓여요.\n냄비\n,\n요리젓가락', '콩나물을 넣어 1분간 더 끓여요.\n콩나물 손질법', '찬물에 면을 넣어 헹궈요.\n채반', '상추와 양파는 한입 크기로 썰어요.\n도마\n,\n조리용나이프', '그릇에 면을 넣어주고 육수를 부어요.\n면기', '상추와 양파를 올려주고 얼음을 넣어 완성해요.']","['냉라면', '라면', '여름', '여름라면', '냉육수', '콩나물냉라면']","['1개', '1줌', '250ml', '2T', '1T', '약간']"
181,밥/죽/떡,,,,칠리새우덮밥,https://www.10000recipe.com/recipe/7081818,691,호수맘,2인분,20분 이내,아무나,"['계란', '다진마늘', '새우', '올리브오일', '버터', '간장', '케찹', '고추가루', '알롤로스(설탕)', '식초', '양파', '밥']","퇴근하고 집에오니 딸이 만들어놓은
칠리새우덮밥입니다
맛있어서 한그릇 순삭했네요","['칠리소스를 만들어주세요\n간장1/식초1/케찹 1/알룰로스 1/고추가루1/넣고 칠리소스만들어주세요', '계란2개를 잘풀어주세요\n후라이팬에 올리브 오일 넣고 달궈지면 계란물은 넣어주세요. 반 정도 익으면 젓가락으로 저으면서 스크램블을 만들어 따로 빼둡니다.', '올리브유를 2스푼 넣고 펜을 달군뒤 다진 마늘 1스푼을 넣고 새우 앙파를넣고 새우가 붉어질 때까지 볶아 주세요.\n만들어 놓은 칠리 소스를 넣어 약불로 섞어 주세요.\n집에 버터가 있으면 버터를 추가해서 녹여주면 감칠맛이 더 좋습니다.', '밥 위에 스크램블 에그를 올리고 펜에 있는 칠리 새우로 올려주면 맛있는 칠리새우 덮밥 완성입니다.']","['칠리새우덮밥', '새우덮밥', '칠리새우', '새우레시피', '덮밥레시피', '한그릇요리', '집밥레시피']","['2개', '1T', '10마리', '3T', '10g', '1T', '1T', '1T', '1T', '1T', '1/2개', '1공기']"
182,밥/죽/떡,,,,찬밥으로만드는 누룽지 치킨,https://www.10000recipe.com/recipe/7081480,374,호수맘,2인분,30분 이내,아무나,"['구매', '찬밥', '소금', '후추', '옥수수콘', '양념', '고추가루', '설탕', '간장', '깨소금', '참기름', '마늘', '식용유']","찬밥으로 누룽지만들어 구운닭올려만드는 누룽지 치킨입니다
양념장 을만들어 올려드시면 더맛있습니다","['닭은 깨끗이 씻은 뒤 키친타올로 물기를 꼼꼼히 닦아 주세요. 소금과 후추를 골고루 뿌리고 올리브유를 발라 밑간에 주세요.', '예열된 후라이팬에 앞두를 노릇하게 구워주세요\n저희집에송이가있어 같이구워어요 구운닭은 따로 놓아주세요', '후라이팬에 찬밥을깔고 누릉지를 만들어주세요\n물90ml를넣고 밥위에 옥수수콘올려 뚜껑을닫고 7분정도 약불로 누릉지 만들어주세요', '밑이노릇하게 누릉지가생기면 구워놓은 치킨을 먹기좋은 크기로잘라 올려주시면 맛있는 누릉지 치킨완성입니다 그냥드셔도 맛있고양념장올려드셔도 맛있습니다']","['누릉지', '치킨.', '누릉지통닭', '치킨레시피', '찬밥활용요리', '누릉지만들기', '집밥레시피']","['1/2마리', '1공기', '약간', '약간', '2T', '', '1/2T', '21T', '2T', '약간', '약간', '1/2T', '약간']"
183,밥/죽/떡,,,,녹두 삶기｜알알이 살아 있는 식감부터 부드러운 식감까지,https://www.10000recipe.com/recipe/7082669,128,주식회사 우즈코홀딩스,2인분,30분 이내,아무나,"['녹두', '물불린 물/통녹두가 충분히 잠길 정도', '물삶을 물/ 불린 통녹두가 충분히 잠길 정도']","녹두는 미리 삶아 소분해 두면
녹두밥이나 죽, 수프, 샐러드, 요거트 토핑으로 간편하게 활용할 수 있어요.
오늘은 기본 중에 기본!!
어렵지 않게 따라 할 수 있는
통녹두 삶는 방법을 소개해 드릴게요.","['통녹두를 흐르는 물에 여러 번 깨끗하게 씻어주세요.\n씻은 녹두에 물을 넉넉하게 붓고 약 4~6시간 정도 불려줍니다.\n녹두 한컵, 불릴 물 적당히\n볼\n충분히 불린 녹두는 알이 통통해져 삶는 시간이 줄고 식감도 한결 부드러워져요.', '불린 녹두를 냄비에 담고 녹두가 충분히 잠길 정도로 물을 부어주세요.\n냄비 바닥에 눌어붙지 않도록 중간중간 주걱으로 가볍게 저어주세요.\n삶는 동안 생기는 거품은 국자나 숟가락으로 가볍게 걷어내 주세요.\n조금 더 깔끔하게 삶은 녹두를 만들 수 있어요.\n불린 통녹두, 삶을 물(불린 통녹두가 충분히 잠길정도)\n냄비\n,\n주걱\n중약불\n처음부터 너무 센 불로 끓이기보다는 중약불에서 천천히 삶아주는 것이 좋습니다.', '녹두는 활용할 요리에 따라 삶는 시간을 조절해 주세요.\n알알이 살아 있는 식감: 약 15~20분\n앙금처럼 부드러운 식감: 약 20~30분\n불린 통녹두, 추가 물\n약불\n샐러드나 밥에 넣을 때는 녹두알이 살짝 살아 있게, 죽이나 수프에 사용할 때는 푹 익혀 부드럽게 삶는 것이 좋아요. ※ 녹두의 양과 불린 정도, 화력에 따라 삶는 시간은 달라질 수 있습니다.', '녹두 한 알을 꺼내 손가락으로 살짝 눌러보세요.\n힘을 많이 주지 않아도\n부드럽게 으깨지면 잘 익은 상태입니다.\n원하는 식감이 되었다면 불을 끄고,\n남은 물이 있을 경우 체에 밭쳐 물기를 빼주세요.', '삶은 녹두는 충분히 식힌 뒤\n한 번에 사용할 만큼씩 나누어 밀폐용기에 담아주세요.\n냉동실에 소분해 두었다가\n필요할 때마다 해동해서 사용하면 편리합니다.']","['녹두', '녹두삶기', '건강식단', '디톡스', '염증완화', '피로회복', '저속노화', '잡곡밥', '녹두간식', '통녹두']","['1컵', '불린 물/통녹두가 충분히 잠길 정도', '삶을 물/ 불린 통녹두가 충분히 잠길 정도']"
184,밥/죽/떡,,,,굴소스 팽이버섯 계란 덮밥 만들기 한 그릇 레시피,https://www.10000recipe.com/recipe/7065887,"12,624",Y큰손,1인분,10분 이내,아무나,"['밥', '팽이버섯', '계란', '대파', '식용유', '간장', '굴소스', '물', '참기름']","바쁜 날에도 10분 만에 완성되는 굴소스 팽이버섯 계란 덮밥 만들기 한 그릇 레시피를 준비했어요.
​","['재료 준비', '팽이버섯은 밑동을 잘라내고 흐르는 물에 가볍게 헹궈 한 입 크기로 썰어주세요.\n대파는 송송 썰어 준비합니다.', '팬에 식용유 1T를 넣고 버섯 넣어 가볍게 볶아 숨이 살짝 죽으면\n파 기름을 내는 게 좋으시면 파 기름 먼저 내고 버섯 볶아주세요.', '재료를 한쪽으로 밀어주고 간장 1T, 굴소스 1T를 넣어 섞어준 후 버섯에 간이 배도록 볶아주세요.', '물 3T를 넣어 바글바글 끓여주시다가', '가운데 계란 2개 넣어주고 불을 약약불로 줄인 다음에 뚜껑을 닫아 3~5분 익혀주세요.', '저는 반숙보다는 조금 익게 하여 5분 정도 익혀주었어요. 취향에 맞게 해주세요.', '그릇에 밥 한 공기를 펼쳐주시고 팽이버섯 계란 볶음을 살포시 덮어주세요. 대파를 올려주시고 고소하라고 참기름 1T 넣어주세요.']","['팽이버섯', '계란', '굴소스', '덮밥', '한그릇', '간단']","['1공기', '1봉지', '2개', '', '1T', '1T', '1T', '3T', '1T']"
185,밥/죽/떡,,,,"녹두죽 | 찬밥 남았을 때, 고소한 녹두죽 한 그릇",https://www.10000recipe.com/recipe/7083081,142,웰스쿱,2인분,20분 이내,아무나,"['찬밥', '삶은 녹두종이컵', '소금']",냉장고 속 찬밥과 냉동실에 소분해 둔 삶은 녹두로 간편하게 만드는 따뜻한 한 끼.,"['냉장고에 찬밥, 냉동실에 소분했던 녹두를 꺼냅니다.\n녹두삶기 ===>\n@7082669', '냄비에 재료를 넣고 물은 2배이상 부어줍니다.\n중약불로 서서히 끊여줍니다.\n냄비\n중약불\n처음부터 강불을 사용하면 바닥에 눌러 붙을 수 있어요.', '끓기 시작하면 천천히 저어주세요.\n주걱으로 꾹~꾹~ 눌러 녹두 알맹이와 밥을 조금씩 으깨어 줍니다.\n20분정도 끓으면 완성~\n소금간은 기호에 맞춰 드실 때 추가해 주세요.\n녹두를 주걱으로 으깨주면 더 부드러워요. 파김치를 곁들이면 더욱 맛있어요.']","['녹두', '녹두죽', '찬밥활용', '건강한죽', '영양식', '삶은녹두']","['1그릇', '종이컵', '기호에맞게']"
186,밥/죽/떡,,,,육회 비빔밥 황금 레시피 집에서도 맛집처럼 즐기는 고소한 한그릇,https://www.10000recipe.com/recipe/7080959,820,호수맘,2인분,20분 이내,아무나,"['육회용 소고기', '밥', '상추', '깻잎', '양배추', '참기름', '고추장', '고추장', '고추가루', '간장', '설탕', '올리고당', '다진마늘', '깨소금']",육회 비빔밥은 신선한 육회와 아삭한 채소 고소한 참기름이 어우러져 한 그릇만으로도 든든한 한 끼가 되는 별미입니다.,"['육회용 소고기는 키치타올로 핏물을 제거해 주세요.', '양념을 만들어주세요\n고추장 고춧가루 간장 설탕 올리고당 다진 마늘 깨소금넣고 잘섞어주세요. 소고기는 양녕장2/1넣고 젓가락으로 무처주세요', '야채는 송송 썰어 주세요.\n그릇에 송송썬야채를넣고 그위에\n양념한 소고기 .밥 .올려주시고 남은 양념 넣고 김가루 깨소금 참기름4T넣고비벼주세요\n참기름을 많이넣어야 맛있습니다\n양념은 한번에 다넣지 말고 취향에따라 드셔보고 첨가해주세요']","['육회비빔밥', '육회비빔밥레시피', '육회양념', '육회양념황금비율']","['200g', '2공기', '약간', '약간', '약간', '4T', '2T', '2T', '1T', '1T', '2/1T', '2/1T', '2/1T', '약간']"
187,밥/죽/떡,,,,매콤 게살 리조또 레시피,https://www.10000recipe.com/recipe/7082206,236,호수맘,2인분,30분 이내,초급,"['밥', '버터', '크래미', '표고버섯', '양파', '치킨스톡', '굴소스', '다진마늘', '크러시드페퍼고추가루', '파슬리', '후추', '우유']",부드럽고 고소한 리조또에 게살을듬뿍 넣고 매콤한 맛을 더해봤어요.,"['양파와 버섯은 먹기좋은크기로썰어주고 크레미는 잘게 찢어주세요\n달궈진 팬에 다진마늘과 크러시페퍼를넣고 볶다가마늘 향이 올라오면 양파를 넣어 주세요', '양파를 넣고 볶다가 표고버섯 크래미를 넣고 좀 더 볶아 주세요. 재료가 적당히볶아지면 버터한조각/치킨스토0.5T/굴소스0.5T넣고 볶다가 우유500ml와체다치즈2장 넣고\n보글보글 끓을때까지 저어주세요', '밥을넣고 약불로 밥이 퍼질때까지 뚜껑닫고 한번씩져어주세요\n밥알이 퍼지면 완성입니다 후추와 파슬리약간올려주세요\n매콤게살 리조또']","['매콤게살리조또.', '게살리조또', '리조또레시피', '리조또만들기', '게살요리']","['1.5공기', '1조각', '4개', '1개', '1/2개', '1/2T', '1/2T', '1/2T', '고추가루', '약간', '약간', '500ml']"
188,밥/죽/떡,,,,[두부계란덮밥] 두부를 이용한 건강한 다이어트 밥상,https://www.10000recipe.com/recipe/7054279,"5,805",쑤블리,2인분,30분 이내,초급,"['두부', '계란', '스테비아', '간장', '물', '굴소스', '청양고추', '들기름', '깨']",두부를 이용한 건강한 다이어트 밥상 소개해드릴게요~!!,"['두부 1모는 먹기 좋은 크기로 잘라주신 후\n도마\n,\n조리용나이프', '키친타올로 물기를 제거해주세요~\n키친타올', '웍에 기름을 두른 후\n웍', '두부를 구워주시는 동안 양념을 준비해볼게요~', '스테비아 1/2T 넣어주세요~\n소스볼\n,\n숟가락', '굴소스 2 T', '간장 2T', '물 2T', '청양고추 조금을 넣고 섞어주세요~', '계란 2개는 미리 풀어놔주세요~', '두부가 어느정도 익었다 싶으면 풀어놓은 계란을 부어주시고', '만들어놓은 양념을 부어주시고', '볶아주세요~!!\n요리스푼', '다 볶았으면 밥 위에 두부계란을 올려주시고\n접시', '들기름 조금에 깨까지 넣어주면', ""진짜 맛있는 '두부계란덮밥'이 완성~! 감칠맛에 단백질도 가득들어가 있고 중독적인 맛이여서 자주 먹고 있어요~~!""]",['두부계란덮밥'],"['1모', '2개', '1/2T', '2T', '2T', '2T', '조금', '조금', '조금']"
